Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
6,71929843,8,4,56,11607,20,0,7.0,5.656854,11595,0,2901.75,5795.5005,162.1441048,0.166829226,6539076.5,19800000.0,66100000,6,70700000,10100000.0,24800000.0,66100000,198,1240590,413530.0,715477.44,1239692,6,0,0,0,0,172,92,0.11121948,0.05560974,0,11595,897.61536,3214.1675,10300000.0,0,0,0,0,1,0,0,0,0,972.4167,7.0,2901.75,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,4547010.0,0.0,4547010,4547010,66100000.0,0.0,66100000,66100000,1
6,2174169,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,16.55805046,2.759675076,434833.8,959387.9,2150982,1,0,0.0,0.0,0,0,2169996,542499.0,1072359.4,2150982,1,0,0,0,0,20,100,0.45994586,2.2997293,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,9745055,7,5,50,11607,20,0,7.142857,6.094494,7215,0,2321.4,3327.7698,1196.19643,1.231393768,885914.06,2399663.0,8047764,7,8977618,1496269.6,3230962.0,8047764,165,768197,192049.25,383430.66,767195,7,0,0,0,0,152,112,0.71831304,0.5130807,0,7215,897.1539,2250.515,5064817.5,0,0,0,0,1,0,0,0,0,971.9167,7.142857,2321.4,0,0,0,0,0,0,7,50,5,11607,256,229,5,20,929061.0,0.0,929061,929061,8047764.0,0.0,8047764,8047764,1
6,116760628,30,29,14561,6858,2965,0,485.36667,992.9996,1448,0,236.48276,436.31137,183.4436862,0.50530732,2013114.2,3870511.8,10200000,1,117000000,4025436.8,4714351.5,10200000,15,117000000,4169192.5,4744035.5,10300000,3,0,0,0,0,968,936,0.25693592,0.24837139,0,2965,356.98334,769.86334,592689.6,0,0,0,1,0,0,0,0,0,363.0339,485.36667,236.48276,0,0,0,0,0,0,30,14561,29,6858,29200,1844,10,32,39163.0,44131.754,179595,22933,8940657.0,2036914.1,10200000,5051627,0
6,1178599,3,4,26,11601,20,0,8.666667,10.263203,7215,0,2900.25,3540.003,9865.10255,5.939254997,196433.17,477468.78,1171046,57,7337,3668.5,4896.7144,7131,206,1178494,392831.34,673963.1,1171046,159,0,0,0,0,72,92,2.545395,3.39386,0,7215,1453.375,2786.2598,7763243.5,0,0,0,1,0,0,0,0,1,1661.0,8.666667,2900.25,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
17,208,2,2,84,192,42,42,42.0,0.0,96,96,96.0,0.0,1326923.077,19230.76923,69.333336,35.23256,110,48,50,50.0,0.0,50,50,48,48.0,0.0,48,48,0,0,0,0,40,40,9615.385,9615.385,42,96,63.6,29.577019,874.8,0,0,0,0,0,0,0,0,1,79.5,42.0,96.0,0,0,0,0,0,0,2,84,2,192,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,9938741,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.414792779,0.402465463,3312913.8,5737275.0,9937748,1,9938741,3312913.8,5737275.0,9937748,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.40246546,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,993.0,0.0,993,993,9937748.0,0.0,9937748,9937748,1
6,113377,3,5,26,11607,20,0,8.666667,10.263203,10220,0,2321.4,4455.1826,102604.5847,70.56104854,16196.714,42301.508,112126,2,990,495.0,487.9037,840,150,113262,28315.5,55875.176,112126,2,0,0,0,0,72,112,26.460394,44.100655,0,10220,1292.5555,3378.299,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
17,60171,1,1,49,129,49,49,49.0,0.0,129,129,129.0,0.0,2958.235695,33.23860331,60171.0,0.0,60171,60171,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.6193,16.6193,49,129,75.666664,46.188023,2133.3333,0,0,0,0,0,0,0,0,1,113.5,49.0,129.0,0,0,0,0,0,0,1,49,1,129,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
6,7518682,6,8,11613,56,10220,0,1935.5,4095.4163,20,0,7.0,5.656854,1552.000736,1.862028478,578360.1,1695870.4,6075428,1,7518682,1503736.4,2651413.8,6121898,1,6097349,871049.9,2294922.8,6075428,1,0,0,0,0,132,172,0.7980122,1.0640162,0,10220,778.3333,2635.645,6946624.5,0,0,0,0,1,1,0,0,1,833.9286,1935.5,7.0,0,0,0,0,0,0,6,11613,8,56,229,256,4,20,46403.0,0.0,46403,46403,6075428.0,0.0,6075428,6075428,0
6,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.7,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,169,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,55614,3,5,26,11601,20,0,8.666667,10.263203,7300,0,2320.2,3022.508,209066.0625,143.8486712,7944.857,17617.373,47411,48,7767,3883.5,5183.8,7549,218,55558,13889.5,22630.418,47411,189,0,0,0,0,72,112,53.943253,89.90542,0,7300,1291.8889,2460.653,6054813.0,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,71241082,9,6,62,11607,20,0,6.888889,5.3019915,5840,0,1934.5,2538.9192,163.7959401,0.21055267,5088648.5,17600000.0,65900000,3,70900000,8859406.0,23100000.0,65900000,4,366719,73343.8,163362.1,365574,3,0,0,0,0,192,132,0.1263316,0.084221065,0,5840,729.6875,1754.3447,3077725.5,0,0,0,0,1,0,0,0,0,778.3333,6.888889,1934.5,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,4942435.0,0.0,4942435,4942435,65900000.0,0.0,65900000,65900000,1
6,90269,3,7,26,11607,20,0,8.666667,10.263203,4380,0,1658.1428,1762.2728,128870.3763,110.780002,10029.889,27627.662,83527,1,6090,3045.0,4304.866,6089,1,90078,15013.0,33649.16,83527,49,0,0,0,0,72,152,33.234,77.546,0,4380,1057.5454,1599.3032,2557770.8,0,0,0,1,0,0,0,0,2,1163.3,8.666667,1658.1428,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,347236,3,5,26,11607,20,0,8.666667,10.263203,10135,0,2321.4,4413.202,33501.71065,23.03908581,49605.145,130657.13,345907,4,1011,505.5,453.25543,826,185,347231,86807.75,172733.53,345907,4,0,0,0,0,72,112,8.639657,14.399428,0,10135,1292.5555,3350.635,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,73234034,8,5,56,11601,20,0,7.0,5.656854,8760,0,2320.2,3668.897,159.1746264,0.177513095,6102836.0,18200000.0,63100000,1,73000000,10400000.0,23500000.0,63100000,1,213019,53254.75,95165.66,195499,181,0,0,0,0,172,112,0.109238826,0.06827427,0,8760,833.0714,2337.724,5464954.0,0,0,0,0,1,0,0,0,0,897.1539,7.0,2320.2,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,5011.0,0.0,5011,5011,36500000.0,37600000.0,63100000,9921741,1
6,9971779,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.00849026,0.501415043,2492944.8,4984983.0,9970419,2,9971779,2492944.8,4984983.0,9970419,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.501415,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1360.0,0.0,1360,1360,9970419.0,0.0,9970419,9970419,1
6,703270,3,5,26,11607,20,0,8.666667,10.263203,7215,0,2321.4,3327.7698,16541.29993,11.37543191,100467.14,265353.06,702231,3,819,409.5,574.8778,816,3,703223,175805.75,350950.34,702231,4,0,0,0,0,72,112,4.265787,7.109645,0,7215,1292.5555,2650.5857,7025604.5,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
17,61719,2,2,74,178,37,37,37.0,0.0,89,89,89.0,0.0,4083.021436,64.80986406,20573.0,35591.055,61670,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,80,32.404934,32.404934,37,89,57.8,28.481573,811.2,0,0,0,0,0,0,0,0,1,72.25,37.0,89.0,0,0,0,0,0,0,2,74,2,178,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
6,210979,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,56.87769873,9.479616455,210979.0,0.0,210979,210979,210979,210979.0,0.0,210979,210979,0,0.0,0.0,0,0,0,0,0,0,40,0,9.479616,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
17,185984,1,1,54,109,54,54,54.0,0.0,109,109,109.0,0.0,876.4194769,10.75361321,185984.0,0.0,185984,185984,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5.3768067,5.3768067,54,109,72.333336,31.754265,1008.3333,0,0,0,0,0,0,0,0,1,108.5,54.0,109.0,0,0,0,0,0,0,1,54,1,109,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
17,65025,1,1,50,116,50,50,50.0,0.0,116,116,116.0,0.0,2552.864283,30.757401,65025.0,0.0,65025,65025,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15.3787,15.3787,50,116,72.0,38.105118,1452.0,0,0,0,0,0,0,0,0,1,108.0,50.0,116.0,0,0,0,0,0,0,1,50,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,34566,7,2,11601,26,5840,0,1657.2858,2138.071,20,6,13.0,9.899495,336371.0004,260.3714633,4320.75,11576.142,32966,10,34566,5761.0,13491.447,33297,47,10,10.0,0.0,10,10,0,0,0,0,164,40,202.51114,57.860325,0,5840,1162.7,1918.7954,3681776.0,0,0,0,1,0,0,0,0,0,1291.8889,1657.2858,13.0,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,0
17,346,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,774566.474,11560.69364,115.333336,115.75981,249,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,5780.3467,5780.3467,32,102,60.0,38.34058,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,316874,11,6,569,4467,196,0,51.727272,76.443565,2920,0,744.5,1162.4323,15892.75232,53.64908449,19804.625,25222.01,92831,31,316874,31687.4,31344.443,92831,161,256992,51398.4,69076.61,169050,200,0,0,0,0,240,132,34.714115,18.93497,0,2920,279.77777,717.874,515343.12,0,0,0,1,0,0,0,0,0,296.2353,51.727272,744.5,0,0,0,0,0,0,11,569,6,4467,29200,33,10,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,1038860,6,2,11601,26,5840,0,1933.5,2376.4985,20,6,13.0,9.899495,11192.07593,7.700748898,148408.58,390344.38,1033620,16,1038860,207772.0,461667.75,1033620,16,702,702.0,0.0,702,702,0,0,0,0,144,40,5.775562,1.9251872,0,5840,1291.8889,2110.9507,4456113.0,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13.0,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,977228,3,4,26,11601,20,0,8.666667,10.263203,8760,0,2900.25,4128.3193,11897.93989,7.163118535,162871.33,394612.7,968342,23,8606,4303.0,5945.354,8507,99,977205,325735.0,556530.2,968342,186,0,0,0,0,72,92,3.069908,4.0932107,0,8760,1453.375,3113.9526,9696701.0,0,0,0,1,0,0,0,0,1,1661.0,8.666667,2900.25,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,96956653,8,6,56,11607,20,0,7.0,5.656854,5840,0,1934.5,2538.9192,120.2908685,0.144394423,7458204.0,26400000.0,95400000,3,96800000,13800000.0,36000000.0,95400000,117,121057,24211.4,53613.02,120115,3,0,0,0,0,172,132,0.0825111,0.061883323,0,5840,777.93335,1804.899,3257660.2,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1387765.0,0.0,1387765,1387765,95400000.0,0.0,95400000,95400000,1
6,982341,2,4,20,11601,20,0,10.0,14.142136,5840,0,2900.25,3345.637,11829.90428,6.107858676,196468.2,429746.84,965111,11,17009,17009.0,0.0,17009,17009,982330,327443.34,552301.06,965111,157,0,0,0,0,52,92,2.0359528,4.0719056,0,5840,1660.1428,2826.4683,7988923.5,0,0,0,1,0,0,0,0,2,1936.8334,10.0,2900.25,0,0,0,0,0,0,2,20,4,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,32453,3,4,26,11607,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,358456.8453,215.6965458,5408.8335,12168.022,30219,84,1742,871.0,1112.9861,1658,84,32365,10788.333,16840.863,30219,401,0,0,0,0,72,92,92.441376,123.25517,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,10121591,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.963960903,0.493993484,2530397.8,5056231.0,10100000,3,10100000,2530397.8,5056231.0,10100000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.4939935,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6848.0,0.0,6848,6848,10100000.0,0.0,10100000,10100000,1
6,5247855,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.57329709,0.762216182,1749285.0,3028993.2,5246865,4,5247855,1749285.0,3028993.2,5246865,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.7622162,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,990.0,0.0,990,990,5246865.0,0.0,5246865,5246865,1
17,175,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1531428.571,22857.14286,58.333332,95.84536,169,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,40,40,11428.571,11428.571,32,102,60.0,38.34058,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,98807273,8,5,56,11607,20,0,7.0,5.656854,8675,0,2321.4,3769.5361,118.0378695,0.131569262,8233939.5,28100000.0,97500000,1,98800000,14100000.0,36800000.0,97500000,1,11153,2788.25,4795.2812,9951,3,0,0,0,0,172,112,0.0809657,0.05060356,0,8675,833.5,2386.7686,5696664.5,0,0,0,0,1,0,0,0,0,897.61536,7.0,2321.4,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1262991.0,0.0,1262991,1262991,97500000.0,0.0,97500000,97500000,1
6,6977640,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.439558361,0.573259727,2325880.0,4027903.2,6976902,323,6977640,2325880.0,4027903.2,6976902,323,0,0.0,0.0,0,0,0,0,0,0,80,0,0.5732597,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,738.0,0.0,738,738,6976902.0,0.0,6976902,6976902,1
6,10562801,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.84015575,0.473359292,2640700.2,5280734.0,10600000,1,10600000,2640700.2,5280734.0,10600000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.4733593,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1000.0,0.0,1000,1000,10600000.0,0.0,10600000,10600000,1
17,206,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,834951.4563,19417.47573,68.666664,113.73801,200,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9708.738,9708.738,35,51,41.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
6,1660706,6,2,11601,26,4380,0,1933.5,2189.773,20,6,13.0,9.899495,7001.239232,4.817228335,237243.72,624748.0,1654031,75,1660706,332141.2,738963.44,1654031,154,286,286.0,0.0,286,286,0,0,0,0,144,40,3.6129212,1.2043071,0,4380,1291.8889,1980.7102,3923213.0,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13.0,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,90900630,6,9,11613,62,7300,0,1935.5,3138.795,20,0,6.888889,5.3019915,128.4369536,0.165015358,6492902.0,21200000.0,79600000,3,90900000,18200000.0,40300000.0,90300000,3,90300000,11300000.0,27800000.0,79600000,4,0,0,0,0,132,192,0.06600615,0.099009216,0,7300,730.0625,2052.8022,4213997.5,0,0,0,0,1,1,0,0,1,778.73334,1935.5,6.888889,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,27388.0,0.0,27388,27388,45200000.0,48700000.0,79600000,10700000,0
6,968023,11,8,757,3961,421,0,68.818184,128.97893,1448,0,495.125,634.8531,4873.851138,19.62763281,53779.055,79776.99,194709,3,795014,79501.4,95022.02,212938,3,795782,113683.14,95563.83,213484,4,0,0,0,0,364,268,11.363366,8.264266,0,1448,235.9,452.35837,204628.1,0,0,0,1,0,0,0,0,0,248.3158,68.818184,495.125,0,0,0,0,0,0,11,757,8,3961,65535,5137,5,32,0.0,0.0,0,0,0.0,0.0,0,0,0
6,2245242,1,2,6,6,6,6,6.0,0.0,6,0,3.0,4.2426405,5.344635456,1.336158864,1122621.0,1532508.2,2206268,38974,0,0.0,0.0,0,0,2206268,2206268.0,0.0,2206268,2206268,0,0,0,0,20,52,0.4453863,0.8907726,0,6,4.5,3.0,9.0,0,0,0,0,1,0,0,0,2,6.0,6.0,3.0,0,0,0,0,0,0,1,6,2,6,256,1147,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,6038634,8,6,375,3902,194,0,46.875,72.741104,1460,0,650.3333,681.6092,708.272765,2.318405123,464510.3,1608458.4,5816903,3,6038634,862662.0,2185116.8,5816903,3,84600,16920.0,22458.64,41923,48,0,0,0,0,172,132,1.3248029,0.9936022,0,1460,285.13333,513.7855,263975.56,0,0,0,1,0,0,0,0,0,305.5,46.875,650.3333,0,0,0,0,0,0,8,375,6,3902,8192,946,7,20,221728.0,0.0,221728,221728,5816903.0,0.0,5816903,5816903,0
6,95987270,8,7,56,11607,20,0,7.0,5.656854,4380,0,1658.1428,1942.8773,121.5056955,0.156270722,6856233.5,24700000.0,92700000,1,95900000,13700000.0,34800000.0,92700000,1,97290,16215.0,39164.676,96157,3,0,0,0,0,172,152,0.083344385,0.072926335,0,4380,729.3125,1491.8668,2225666.8,0,0,0,0,1,0,0,0,0,777.93335,7.0,1658.1428,0,0,0,0,0,0,8,56,7,11607,256,229,6,20,3228904.0,0.0,3228904,3228904,92700000.0,0.0,92700000,92700000,1
6,5569846,8,5,382,4416,201,0,47.75,74.77729,1460,0,883.2,700.39215,861.4241758,2.333996308,464153.84,1523556.4,5299019,3,5569846,795692.3,1987294.5,5299019,3,54037,13509.25,15430.643,28215,162,0,0,0,0,172,112,1.4363054,0.8976909,0,1460,342.7143,573.4811,328880.53,0,0,0,1,0,0,0,0,0,369.07693,47.75,883.2,0,0,0,0,0,0,8,382,5,4416,8192,60,7,20,270824.0,0.0,270824,270824,5299019.0,0.0,5299019,5299019,0
6,1816654,3,4,26,11607,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,6403.530887,3.853237876,302775.66,741166.8,1815676,2,885,442.5,406.5864,730,155,1816652,605550.7,1047999.4,1815676,11,0,0,0,0,72,92,1.6513877,2.2018502,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,80955440,8,5,56,11601,20,0,7.0,5.656854,7300,0,2320.2,3022.508,143.9927941,0.160582167,6746286.5,20400000.0,70800000,93,81000000,11600000.0,26400000.0,70800000,171,40046,10011.5,19340.848,39021,188,0,0,0,0,172,112,0.09881979,0.06176237,0,7300,833.0714,2033.2505,4134107.8,0,0,0,0,1,0,0,0,0,897.1539,7.0,2320.2,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2472.0,0.0,2472,2472,40500000.0,42900000.0,70800000,10100000,1
17,247,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1303643.725,16194.33198,82.333336,102.88991,198,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,80,8097.166,8097.166,32,129,70.8,53.12909,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,0,0,0,0,0,0,2,64,2,258,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
6,90904543,9,5,62,11607,20,0,6.888889,5.3019915,10135,0,2321.4,4413.202,128.3654217,0.154007705,6992657.0,23100000.0,83500000,1,90300000,11300000.0,29300000.0,83500000,1,574708,143677.0,286567.66,573528,5,0,0,0,0,192,112,0.099004954,0.055002753,0,10135,778.3333,2615.3877,6840253.0,0,0,0,0,1,0,0,0,0,833.9286,6.888889,2321.4,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,2009.0,0.0,2009,2009,45200000.0,54300000.0,83500000,6778814,1
6,182140,3,6,26,11601,20,0,8.666667,10.263203,5840,0,1933.5,2189.773,63835.51115,49.4125398,22767.5,55078.758,157561,35,24189,12094.5,16313.66,23630,559,182105,36421.0,68522.57,157561,46,0,0,0,0,72,132,16.470846,32.941692,0,5840,1162.7,1911.5957,3654198.2,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
17,77018166,2,2,97,174,50,47,48.5,2.1213202,108,66,87.0,29.698484,3.518650392,0.051935799,25700000.0,44300000.0,76900000,60211,76900000,76900000.0,0.0,76900000,76900000,77000000,77000000.0,0.0,77000000,77000000,0,0,0,0,52,52,0.0259679,0.0259679,47,108,64.2,25.596874,655.2,0,0,0,0,0,0,0,0,1,80.25,48.5,87.0,0,0,0,0,0,0,2,97,2,174,-1,-1,1,20,60211.0,0.0,60211,60211,76900000.0,0.0,76900000,76900000,0
6,8191649,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,5.127172807,0.854528801,1365274.9,3336536.2,8175948,1,0,0.0,0.0,0,0,8184798,1636959.6,3655406.8,8175948,1,0,0,0,0,20,120,0.12207554,0.7324533,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857143,6.0,6.0,0,0,0,0,0,0,1,6,6,36,229,0,0,20,15701.0,0.0,15701,15701,8175948.0,0.0,8175948,8175948,0
6,2244451,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,16.03955711,2.673259519,448890.2,1000090.7,2237904,330,0,0.0,0.0,0,0,2239831,559957.75,1118630.9,2237904,330,0,0,0,0,20,100,0.44554326,2.2277162,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,5972825,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.022748867,0.837124811,1493206.2,2982423.2,5966839,1,5972825,1493206.2,2982423.2,5966839,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.8371248,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5986.0,0.0,5986,5986,5966839.0,0.0,5966839,5966839,1
6,4021535,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,8.951805716,1.491967619,804307.0,1784840.8,3997089,1,0,0.0,0.0,0,0,4000503,1000125.75,1997976.1,3997089,1,0,0,0,0,20,100,0.24866126,1.2433064,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,1177233,3,4,26,11607,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,9881.646199,5.9461466,196205.5,480114.53,1176235,6,942,471.0,388.90872,746,196,1177215,392405.0,678816.9,1176235,6,0,0,0,0,72,92,2.5483484,3.397798,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
